project_code;deployment_id;class;order;family;genus;species;common_name;start_time;group_size;check;scientific_name;spanish_common_name;longitude;latitude;start_date;end_date;location_name;ecosystem_short;n_images;Date;Time;delta.time.secs;delta.time.mins;delta.time.hours;delta.time.days
FAZ;FAZ001;Mammalia;Rodentia;Cuniculidae;Cuniculus;paca;Spotted Paca;2024-05-24 19:41;1;2;Cuniculus paca;lapa;NA;NA;NA;NA;NA;NA;1;2024-05-24;19:41:00;0;0;0;0
FAZ;FAZ001;Mammalia;Pilosa;Myrmecophagidae;Tamandua;tetradactyla;Southern Tamandua;2024-05-17 06:54;1;2;Tamandua tetradactyla;oso melero del sur;NA;NA;NA;NA;NA;NA;1;2024-05-17;06:54:00;0;0;0;0
FAZ;FAZ001;Mammalia;Cetartiodactyla;Tayassuidae;Pecari;tajacu;Collared Peccary;2024-06-05 13:19;1;2;Pecari tajacu;pecari de collar;NA;NA;NA;NA;NA;NA;1;2024-06-05;13:19:00;0;0;0;0
FAZ;FAZ001;Mammalia;Carnivora;Felidae;Puma;concolor;Puma;2024-04-12 21:46;1;2;Puma concolor;puma;NA;NA;NA;NA;NA;NA;1;2024-04-12;21:46:00;0;0;0;0
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-03-20 06:31;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;3;2024-03-20;06:31:00;0;0;0;0
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-03-20 16:47;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;2;2024-03-20;16:47:00;36960;616;10.3;0.4
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-04-12 16:26;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;1;2024-04-12;16:26:00;1985940;33099;551.6;23
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-04-20 17:13;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;1;2024-04-20;17:13:00;694020;11567;192.8;8
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-05-02 14:05;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;1;2024-05-02;14:05:00;1025520;17092;284.9;11.9
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-05-24 22:11;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;1;2024-05-24;22:11:00;1929960;32166;536.1;22.3
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-06-08 18:18;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;1;2024-06-08;18:18:00;1282020;21367;356.1;14.8
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-06-15 06:52;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;1;2024-06-15;06:52:00;563640;9394;156.6;6.5
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-06-16 06:28;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;1;2024-06-16;06:28:00;84960;1416;23.6;1
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-06-20 03:40;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;1;2024-06-20;03:40:00;335520;5592;93.2;3.9
FAZ;FAZ001;Mammalia;Perissodactyla;Tapiridae;Tapirus;terrestris;Lowland Tapir;2024-06-23 13:03;1;2;Tapirus terrestris;tapir de tierras bajas;NA;NA;NA;NA;NA;NA;1;2024-06-23;13:03:00;292980;4883;81.4;3.4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-03-30 15:12;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-03-30;15:12:00;0;0;0;0
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-04-06 10:44;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-04-06;10:44:00;588720;9812;163.5;6.8
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-04-20 10:28;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;2;2023-04-20;10:28:00;1208640;20144;335.7;14
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-04-24 09:36;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-04-24;09:36:00;342480;5708;95.1;4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-04-29 07:18;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-04-29;07:18:00;423720;7062;117.7;4.9
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-04-29 16:59;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;2;2023-04-29;16:59:00;34860;581;9.7;0.4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-04-30 06:54;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-04-30;06:54:00;50100;835;13.9;0.6
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-02 18:02;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-02;18:02:00;212880;3548;59.1;2.5
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-02 19:07;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-02;19:07:00;3900;65;1.1;0
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-03 07:59;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-03;07:59:00;46320;772;12.9;0.5
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-04 17:40;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-04;17:40:00;121260;2021;33.7;1.4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-09 11:22;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-09;11:22:00;409320;6822;113.7;4.7
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-09 14:09;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-09;14:09:00;10020;167;2.8;0.1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-11 19:13;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-11;19:13:00;191040;3184;53.1;2.2
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-12 07:31;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-12;07:31:00;44280;738;12.3;0.5
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-12 18:08;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-12;18:08:00;38220;637;10.6;0.4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-21 17:22;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-21;17:22:00;774840;12914;215.2;9
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-22 07:18;1;1;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-22;07:18:00;50160;836;13.9;0.6
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-23 12:54;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-23;12:54:00;106560;1776;29.6;1.2
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-24 10:17;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-24;10:17:00;76980;1283;21.4;0.9
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-24 13:29;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-24;13:29:00;11520;192;3.2;0.1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-24 17:59;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-24;17:59:00;16200;270;4.5;0.2
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-24 19:06;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-24;19:06:00;4020;67;1.1;0
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-25 06:45;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-25;06:45:00;41940;699;11.7;0.5
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-25 07:47;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-25;07:47:00;3720;62;1;0
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-25 10:02;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;3;2023-05-25;10:02:00;8100;135;2.2;0.1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-25 17:16;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-25;17:16:00;26040;434;7.2;0.3
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-25 19:03;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-25;19:03:00;6420;107;1.8;0.1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-26 06:49;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-26;06:49:00;42360;706;11.8;0.5
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-28 17:58;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;3;2023-05-28;17:58:00;212940;3549;59.1;2.5
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-29 07:50;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-29;07:50:00;49920;832;13.9;0.6
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-05-31 07:53;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-05-31;07:53:00;172980;2883;48;2
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-02 07:03;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-02;07:03:00;169800;2830;47.2;2
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-02 08:41;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-02;08:41:00;5880;98;1.6;0.1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-03 17:14;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-03;17:14:00;117180;1953;32.5;1.4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-03 18:49;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-03;18:49:00;5700;95;1.6;0.1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-04 07:47;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-04;07:47:00;46680;778;13;0.5
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-04 08:59;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;2;2023-06-04;08:59:00;4320;72;1.2;0
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-05 19:17;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-05;19:17:00;123480;2058;34.3;1.4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-06 08:30;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-06;08:30:00;47580;793;13.2;0.5
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-14 17:22;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;2;2023-06-14;17:22:00;723120;12052;200.9;8.4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-15 09:13;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-15;09:13:00;57060;951;15.8;0.7
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-15 10:15;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-15;10:15:00;3720;62;1;0
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-16 09:36;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-16;09:36:00;84060;1401;23.4;1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-17 10:07;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-17;10:07:00;88260;1471;24.5;1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-19 07:43;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-19;07:43:00;164160;2736;45.6;1.9
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-19 18:30;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-19;18:30:00;38820;647;10.8;0.4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-22 12:32;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-22;12:32:00;237720;3962;66;2.8
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-23 10:50;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-23;10:50:00;80280;1338;22.3;0.9
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-24 11:03;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-24;11:03:00;87180;1453;24.2;1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-24 18:58;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-24;18:58:00;28500;475;7.9;0.3
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-25 08:27;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-25;08:27:00;48540;809;13.5;0.6
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-25 17:39;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-25;17:39:00;33120;552;9.2;0.4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-26 09:13;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-26;09:13:00;56040;934;15.6;0.7
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-27 15:57;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-06-27;15:57:00;110640;1844;30.7;1.3
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-30 09:52;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;2;2023-06-30;09:52:00;237300;3955;65.9;2.7
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-06-30 17:38;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;2;2023-06-30;17:38:00;27960;466;7.8;0.3
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-05 07:13;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-07-05;07:13:00;394500;6575;109.6;4.6
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-06 07:52;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-07-06;07:52:00;88740;1479;24.6;1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-08 08:35;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-07-08;08:35:00;175380;2923;48.7;2
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-09 17:48;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;2;2023-07-09;17:48:00;119580;1993;33.2;1.4
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-10 12:43;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-07-10;12:43:00;68100;1135;18.9;0.8
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-11 18:13;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-07-11;18:13:00;106200;1770;29.5;1.2
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-12 18:09;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-07-12;18:09:00;86160;1436;23.9;1
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-13 10:40;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-07-13;10:40:00;59460;991;16.5;0.7
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-14 18:19;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-07-14;18:19:00;113940;1899;31.6;1.3
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-16 08:19;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-07-16;08:19:00;136800;2280;38;1.6
FAZ;FAZ002;Mammalia;Rodentia;Dasyproctidae;Dasyprocta;fuliginosa;Black Agouti;2023-07-16 13:47;1;2;Dasyprocta fuliginosa;agutí negro;-71.72565;4.39919;2024-02-21 00:00;2024-05-22 00:00;Fc. Santa Clara;Bosque de galerÃ­a;1;2023-07-16;13:47:00;19680;328;5.5;0.2
